user,item,rating
u1,i1,-1.6666666666666665
u1,i2,1.2999999999999998
u1,i3,-1.375
u1,i6,0.5
u1,i7,-0.3333333333333335
u1,i9,0.666666666666667
u1,i10,0.75
u2,i1,0.8333333333333335
u2,i2,-1.7000000000000002
u2,i3,1.125
u2,i4,0.0
u2,i5,0.0
u2,i7,0.16666666666666652
u2,i10,-0.75
u3,i2,-0.20000000000000018
u3,i3,-1.375
u3,i4,1.5
u3,i5,0.0
u3,i6,-1.5
u3,i9,-0.833333333333333
u4,i1,0.8333333333333335
u4,i2,1.2999999999999998
u4,i4,-1.5
u4,i6,1.0
u4,i8,0.0
u4,i9,0.16666666666666696
u5,i2,-0.7000000000000002
u5,i3,1.625
u5,i6,0.0
u5,i7,0.16666666666666652
