user,item,rating
u1,i1,-1.3751177207463285
u1,i2,1.1728945265189274
u1,i3,-1.0920052488279668
u1,i6,0.040444638845480364
u1,i7,0.32355711076384214
u1,i9,1.1728945265189274
u1,i10,-0.24266783307288142
u2,i1,0.18641092980036014
u2,i2,-0.6835067426013199
u2,i3,0.6213697660012002
u2,i4,-0.6835067426013199
u2,i5,1.0563286022020402
u2,i7,1.0563286022020402
u2,i10,-1.553424415003
u3,i2,0.5477225575051661
u3,i3,-1.2780193008453875
u3,i4,0.5477225575051661
u3,i5,0.9128709291752769
u3,i6,-1.2780193008453875
u3,i9,0.5477225575051661
u4,i1,-0.21223817998900454
u4,i2,1.0611908999450221
u4,i4,-1.804024529906538
u4,i6,0.10611908999450213
u4,i8,0.10611908999450213
u4,i9,0.7428336299615155
u5,i2,-0.49999999999999994
u5,i3,0.8333333333333333
u5,i6,-1.1666666666666665
u5,i7,0.8333333333333333
