lhs,rhs,similarity
u5,u5,1.0
u5,u1,-0.4497705837220253
u5,u2,0.9684967949737247
u5,u3,0.05305655766256433
u5,u4,-0.4834227008341692
u1,u5,-0.44977058372202533
u1,u1,1.0
u1,u2,-0.22524540089428174
u1,u3,0.6730267897778498
u1,u4,0.8499497664403586
u2,u5,0.9684967949737247
u2,u1,-0.22524540089428174
u2,u2,0.9999999999999999
u2,u3,-0.2116711078369544
u2,u4,0.22606077533295316
u3,u5,0.05305655766256433
u3,u1,0.6730267897778498
u3,u2,-0.2116711078369544
u3,u3,1.0
u3,u4,-0.038322954518987415
u4,u5,-0.4834227008341692
u4,u1,0.8499497664403586
u4,u2,0.22606077533295316
u4,u3,-0.038322954518987415
u4,u4,0.9999999999999999
